source_row,source_index,record_sha256
22,1412,31f26c085a39ad0b7e8eacb7071f8c284bf94cacf42b4c395822a79869bfd54b
23,1486,6824c82ae2ebc4c9888b4be90ee9f0f19412c6db0975a0c2c534725d63045e26
24,1134,e98b0b84a7e234cab3ffa9ed752fc0b36743b90212f871c750c5028ffe1323cb
25,496,e4f2a5ad8eb61dbe55be1915dd530b29f897a8d3dd2942a3b43e7b9f4f5dac69
26,305,d6730855438769c8e467d0fe029ebd6270ac212f6a28a7c76e32cf6c63b256a5
27,1537,3eb2cc3110d3f9c8e7211890b280f59d26ec4166bc86433c94b3f56447acbc9b
28,1162,3a17894b95ee32ce6a07d612d47cac3486afd47657f30ae5f9ac56d0dc556216
29,460,50898705476fe1742c03979e729303aa6edf6b46e0102d50e4bb1bd6a88f7dc3
30,520,69340a543b20c6fb877fa25b2edfc5d290467c9bb54ae144f2572421246b383e
31,464,e6141630373cd2825001be14b586b85e91b78af5d277d5537d798821475947d5
32,1595,35aac10071c850cea10fc42062da123b31b1a8574533e2d65708152fcb615364
33,515,7082ae3d7765136679e59fa02f286c357afa7333e36ffbfda154818dae76a914
34,680,c18163aa6eacc22f5f3a6befce600bd2845d2dc465881865f6b7ab87b2cb862d
35,81,ffaf822d758bf3d9500a3275d604d30f9b61449004a82f73427f2af2ec61806b
36,1401,0b4374751ba04987cbe61b5dd0e3fd78e2f6c16ffbecb113a22ac1411cc75388
37,295,ec735cda9d2d7b855a0da7f7612ff0e8940f8030408d08e201ff834afb418488
38,392,a7ccb1f505b6eebb928bb455ec447883f71be58e09f8e56b0477e483f485e45f
39,174,2c428187af7dcd045cb9e75dd95d1172a7ec5f2c94641e2f490a8f0064baebaf
40,2950,a73a09384d7ac7249b4de6bb36fdf2c67e875ac7da9c62e062af5e31c8d9b3ea
41,558,d4d86487db907856be238d42822963a0f0f45e2f2b709653262306d0459ce716
42,2484,bd4e52d2f2d348d3a04a4127b22efe7d24e145c88aa49f53820377a48d8712c8
43,618,4a57909f08ab000cc6633774f83c5a5c2eff3fc2a89d816ba42e79f71e972cd6
44,849,b6d582e703ce9e5b6c8f74d39dbbb7550a6d49d23de8a6007dbb39b76086b1d0
45,2586,f22e1c2033bec7641b1f6234a078f41123dc40269d86e6e70a9307efeab8eaa2
46,468,4886321d88c18b4bdc10b37eee796fb1f8032ed65ee3bb3be3c13ee484ace958
47,505,5eb319848130a21b963a72a70542208261e39c177fa817c343d7911f3e879b16
48,1346,6f6e43bdd7106f07c5769e77d66419d12e4b76182f506bc038821aefea7a5a39
49,372,d3cfed5688c274ed5316eb743714da78d7942995bbf60598ff073bef8fbaccf4
50,125,4740019fb370e0755324d6c1aed98cb1ba52df0eecc86ff3c815d719554f52a6
51,12,3ccecf698bd755d4e42f87306d42af98997bbcfa62d8b25adb9bf4752fb7055b
52,1184,149be7fc7fcfe5f84e991532e320631009f4a3816596b1741511d1a1df4626f5
53,92,06e8a874eda6dcf9f434e4a48a00b604c36fc1e240f4918ba9d25f689ed26d77
54,431,969a438e67329a4570db4af6dfeeb221f5ccb81f74bee64513c5b92d9ee7a15b
55,749,d9cda2b8ba2b1e277401dfc350e54b126317a4f0c9cc9892cad587aa315f4156
56,525,5d0bbca803ba4c463c84fedeb6b1d6b85a82ce6ecd791e73b774633a9093c30b
57,1546,aa623c415c2c53fe9c50c653e9b4257982efac5542477c8cfd84b4745038f36f
58,904,70c866a6463668ea079897a6084071727c012215446d5e822430bfced0109860
59,475,a6f14bdf2852eb095b77b753e24d11d03ca33d02170bf354fbc7f79afce9ee4a
60,824,8d02abc5d0e109c204cfba816760257520c6910574b6d530447da4a3061a4418
61,39,eb87ecaa9935e11cfe8dc66cb2c72ee14ba683b008ff79a69d2d2749f007de38
62,48,1f0a4197130081ddefb55db55a953eb0ba422970249f75d0e44716bd732b21d5
63,124,f8ac3ef908b698be0f3c245884430be82c548ecac771198debff924442947625
64,40,c52a3147ea92d0dd8aa3761880f197be14b02600aef5f9010861f0d326d07147
65,1114,b455a2199054ef18ad4a1e8bf756a70b6e3ff88e960192217eee0aca2c9ccbd2
66,4,323018a7051ed0aaec715a059cedb2a98bda30c42f361f07560a1f170fcb6b12
67,282,c90f0ef9b14631d3239d89bb6dbfbaf82e0119f9f659d5619d1407ec0672e84a
68,518,5c3e1c84bbb068a19272b0f3f26980ffe26f0c74f5e06e067e67693d202585cd
69,852,e7e2d3cf25b0a480c5fb494f77a36712c778126e21e600b2fcb0223a9d9d97df
70,655,2201e635c590d1f75b5ca02fdc5c50857fed60f861d83e817269b34ae3c52beb
71,581,887ceafe8704d97f1138fef60f0b96ff5da6dea57dc61b4989fe294b0175e480
72,461,0eac472bd1cd0bd4ce25c7d71094bc6067bc8f2c9fe0afab474823f799dcd1ba
73,1338,ec9835031c0e3a14dfe99570180cfe72646d8e1b7a5dabc3892fc85cf5b2d72c
74,490,21c132ab0b338b2b9a67307b26c1c277881969d4f7a43b18c43ad2d8f93e7b15
75,1343,3c991335b5f25c353d7dd90054639bd760b9c9c4e15b462ab2dca88f563aca5f
76,2482,2f4453f9e596a490c200afa3019b52dbbbf2c3b817d17a952878d98eecd10c4a
77,842,0e861c36d91a388735f1b44607618577dae317f156b6ab5037f0f272d8628915
78,933,bfcd3771d21e181ac44021769fcb2165a9c4e0498c99501a775c4ffd4116157e
79,905,2201570ecdcfed9a133c02911a75319b0e11dba896487882c062c5db3d31261d
80,1136,3dc998b5df3d23b8da193080144cc6bc34bb4367db735194742298c1d92a7eb8
81,664,d2e44fd216b5d37139bac31d03edaa664d0debbf5e42c470d27fcd06da3a5ab9
82,1196,dce14e6d4c38a13ba65da203f0a973fba7c20cb816f747af7c0d19bb174efed5
83,776,72f95d9d1c31dd0ea1ac48040249b5ad9009ad899a296cb0718403d36281374f
84,2200,9083fe0ee31df3b5ae5fa5bde6643d580ca496b79dfcbba5f00f48da5992187c
85,565,ca73dc62a2b6e9ce5dab9abd51abf92e39df3b1c2b3e673703209b71554d5899
86,885,48e1fe41c8bffffb76493f2c5788586c1c9175ab2899ee660a9ad46a4deb823b
87,1885,9c3cce440538fac6eecd4339a0572234c02a4cb9bc210d91787516005a36cddb
88,157,40132561464d131347cadbb7a20cb1291f1c3d5c31a08a36a914f53c43641a7a
89,831,65a1cadc746584df4c7022af252c58a3be22586b68c9a0d5ea56156cc499d1ec
90,561,f44b47ab4fc576f5e522282a4948863f2dde7f3d99ef64d53982ae0168d1f573
91,610,c25ae0b1d14af1f938f20d631e4a7b448f0156227ab0a08fd48dbea4aa63cdb4
92,488,120fc6e0325ad8606c57bdf606223dc31896ca8d970f0f2e1c17d267ca0bbbaf
93,482,376aed676fb5982964aed52a7332e5b937e05093a30241d5ef2bd8f4f24fb95e
94,100,0f076ab6afae58a301658c5b53bd2b4600d4c7ff731a9e6f9844b19c9a9d18e5
95,210,fe43fe77edd26dd98df2c49653549b3f107f05e6f1630e6f2bb631cc60b4d453
96,251,2a8a0a078d1813d73f4796101ac919775f8a88d9a4aa71cfb381a46b3b2bed67
97,629,c7e48df30dda35821d3bbf34fed4085f1251f31869e7833c1763ace43481d437
98,804,18ca4c4793c5b29f1b2280f63955360f27ef5acd0ec7a75657d6d1c4eb0e7504
99,385,99c6a8a46720b41ab40f25dcf03227b42ea53240b7efd2c5af3ed50c352c54a7
100,271,dd71497ab0d7904c66db4a9e3f3db0386093d94d8343c8fc18fa6ab6454dc342
101,248,f7c868d61b6ad0bc6c747ab64f00a72596f9dfd3c04e8d807da0a8796d63f342
102,810,cc6c703ceef521c5804f2a93ac5e6c6c3b2ecdfb127db2dedb464a012c851524
103,195,91f57d77abc19111e4e6892237425d14ac90e422f53263ade9b3aff1144dd504
104,694,69c9ec3007a2810ecb02ff5ae2cf773b14045baea9d631f5c6fe317274a07fbb
105,470,ba5b7b23dd4863666f1edca7276581db0c0be1ca867376abce953478f0f08bb2
106,1562,6863f8a476aa1456efc5b6e6843c1ceef2af54a29f7eba107f03cf3cb50d6019
107,833,695b4a7c8d4fc438ffa6d80b51dc71d187a40134497000c47817211546d6c664
108,569,8a5bfc2dbc293332b6e13f0e362e3064ea465f6c4f66df9715c3ec79f4e03ebc
109,624,80c1dc2a555ceb611281e005c2c85f4ba5d18bf3b7b7693932c75feb8e6b4123
110,1173,6e6d38a9a84e5c259eb3705e94e5252115d132a5d3974ee9fd600e485dcdf219
111,563,6d2af841719c3502ae5271480768bf44d3ecc4d892a461b60b3ef5262dee8d63
112,9,774f7c173b64feeb7d56f97622980ebe1c4cf80f3cc86d079cf065c7c0d3a087
113,367,555ae03d05e238f1d4368a5d3397ddfc3331cc0e71f6a540b3deabe9d0af67e6
114,517,6152cc908735696d519c9983aa1ef97b5552b7105806a79fc94db55087bc5425
115,803,ab08c74227901b1f7c723c37d1c2f2eee28922e22a11d7b8a5590413e4000bf3
116,1364,33ee6a6bed4936246e4a70ed0e82835e038b6621b3127f0146e25d9b55538c88
117,1520,fd24b65543cb68a195aae3a4ab9428b39e1ab48732db4eef1eed6f7b9305776f
118,339,f7db4a2b7ae02ea65ffc6c79bdde14ee4b8e08db7d886117b0b037cbdf5b9865
119,293,6a3510ea34a2634d7563ea2a1901828d25d8d70c9edf203ac32b5d26f72757c4
120,136,91192fba1751cdacd8dfb81d38de19922e68ac29147c7f27bc1e0b7b526f3b9d
121,376,2f2e487b03a8be6e8a85923bc8566c3ba3b187b2c602a6e635fe8f75945861fb
122,225,da7f4e08dda42b4b85a98cbff9dee0c9efb1cd9b910239dc8ace29da4f9543d8
123,682,a8b74df1698920ba9657359484b428b7653016ba3f582e069951de1f62b9f458
124,107,9d5bb006bd48242f227736847b03a6673ad049f5a38bc5d2c40f0efc24a2128f
125,1002,8a55d9f0cceb227deebf15466ba3f0195f338bfc5c92fe2ecc8217aac88a7f36
126,1651,8bbaab1a80c2489b8bbdbd38aa779558afad1769723d6709bf48519b656b2f4f
127,459,c93e2d06b4880dd31101d959aa82bc224a4f67392a04ef5f2f84f10f4fc71162
128,827,23e0571b4806c8710e07db6d3391aa6103fa40c2d34ee712848aa4ddb26b273c
129,419,f405d255a807a53037322a4b6427cf67fad09fe571a2c3207140d09366a133f8
130,498,60cd27b39b13bc40572c222d8b81c6d152b953e3cba827c2e7624d53d1580ac0
131,511,ec86a41a7c3de8de1026d369399b32a8430fcbdbacb41de5b0c7294ef6bdfcb7
132,103,c4264c1477294a9c3e2f2e7b389b81ff3c4545403a798fbbce1e695ec6886640
133,2101,3c1c33061b5289af38f6e1e61cbce3df327199198d971f3b538b63251a1e8b78
134,427,b0446235c780d5f2ba5adc5687bd950e50ef3d90ae79e68eb243f2320f583cf7
135,306,6dd5910428a8be3c3337a402f517af155c9e838ffe0bd7d5ead1f3a65eb0e2ee
136,28,e9c680e79dc62d50aeb937310f7144d4b268805adb3bacc4557a2850f70bd245
137,792,b9eafd63c2a0d25ab481ebea821cdb8722268989f3071580c85a6c5618ae6e2d
138,333,7192608a3a07a16fc9f299fa523ea3c10e49baa21d8da759af99dd1c591d8199
139,188,38c601ded7552905b8c5e841a5255e12c31903f447d2d33ef7168809fc55c44b
140,1016,c8eb5ffd7bde40d6020f82251ce4a50336d4cc81342df3b3f0528c5f474f8429
141,426,37a814fc970690d0459471a3661b22122438fc8dde53971c9d7ec18c40bfd3f6
142,52,ec86148c4e2776b7a5433ba1c29583b507cc4c9738d577ed6f56f018ded84cc3
143,371,797d5173e03058c08489488ef4d239ad5074897d0ec2e5e8605e8a82de164441
144,76,a8e25b2be615a6fd90fc71e4e74e0b893b1d698c701e6fcd6bdcd2168d060ad2
145,572,acdda36e76b75c19a632c6bdf051e38b25dd59287d7cb8532b11951a8709362c
146,642,2aa66d6a7972053e6d382c9e371dba5700c618c687aa48dfb07a47896987f3bb
147,669,0ac0427ebfe8cc37751e27d579f4537e0ce404a047aada4d122321835cfbc148
148,478,36f319703dfba7e1efa90152cde878356a75bcb8c5e850eb4ab323929a597260
149,1703,2d7322a1bce6c94e58fae651776509d8305473153090c6c091c24c38599e88e7
150,1198,a80aca6ed558fe71ce685b264d3ac2040e959e82ae360987a7ab2062e4d061dc
151,171,717fa7d9187ef5588e6f1f4b414536d109890bb22636319bb043676c508c77e6
152,438,e6779e6e0b04a7dc9c6c8a1da5cffad2f75515ac9ba2d8ed35ddd1f230a8192d
153,361,13c990052e873b9cb0778c930b3fed1bda29ea738142319d8221731d4492d2ee
154,2865,d2c2088e4de8778bb49fb77503883f8087233fe5561de70493ee996581c4c418
155,95,f7eee023908c5d4c47f52debd80563f4975f5b39e31b8ad606c889df1444515d
156,1291,2881443cfe329b8b3b90fcefff5f8e5c3111bcf540740e65dcd14f585988f13e
157,112,465ee09247075c8efc192ab52e64a9cc823d661551bdf91d48fc76b7c2d73999
158,366,8d86a461001afbb3f6d1fd70927e11d3ca34bcc8167ef6386b78315f7835a348
159,215,ae7ab6d605f34b70e94d2dd933abcf64593a42407162d9beb13d9a022bf5f816
160,244,5164f4e2a7bc11aebd9af36106f8215dfd701681e509700209e6ce9ec5fc2ab6
161,1146,d1a6ad46cdfa4dafb81050e864fe219ad95cbb0e8c141831ea79f25398966623
162,355,1099635c39921eb8b3e3c65710430be20010e41d7457df4696fb277ff5808858
163,211,0af3c5c6d4cb65bedae54417328e6ca3a6ffc5957b07291ad6fc3ed39f7b3e2a
164,1090,6901955f0746a5d250c7032823553a8f347bb037ecd1db40e5db181e487fac7c
165,31,adcc171b0b7ea8b9bddadb948a7d03c40cd8c6d389933f5193033ab1720c8a2e
166,338,94b62d3eeb6e4075431c6bb50e7777ad5e4b8601bf7f3d15fad49e668ad5bf4a
167,597,f21f973877f3fe99051519cdd15ed1d12d9b2c7c54687199384ca1aa7b634f7b
168,220,182c43c4c193fbffdf60a56349070e7927dc0d40078312c82f56ab02a2f4c67d
169,2569,347b7a9b369b3bbee855ecefbb0790208bebc3038ab0659d2d1b26da3d5d873e
170,538,622c441934591a689cafecb7dcdcbe6e9fd828ec3e2288f988ac2d96026ca158
171,127,46740d32df651080999f6750c181f769c2dde701434bc02597925a27d0cb9110
172,707,ba3ed18c4608b476f5706707bdd587202eb5d664ec05cdf1db0bea8ac1633b20
173,506,99d53b99b58cd7eac5e1bc5738ca3c8e10b800144f433cadaa7b24b419192cbe
174,187,9710e950ee9e13d83cadcd5349d66c5ec4923674e98b796833dcd1bb0e042813
175,630,f25f454401d046fb52ec6717683019dddf6fd04656e8ba4a5029a50a39a329e1
176,96,bd2db0a0b84a2baa1db2450926951cdaa02dea1adb2605c0051b6f28ba0819d4
177,432,e0023aa6beb1615bf087f1d8a4eff2472f94cbd76a896afa94f6dcf4bb8a848a
178,117,407d7c72dd6759abacaaf240ee845d6b71a85b2f2bd2a535474640580e93c85f
179,584,273d4e57906cb38102746d7f3343a03e7671d17b73cd4fec2072bbe67c6ce21d
180,356,f6020f0770eb582ffff78021d5655fe2c6322ecb42e1c7eab3c47fcc646f0679
181,775,a6f694991551c5dd8e3671e9b0574dc0a3bfb68a98fe9e2e637a547ce20b16c3
182,1467,7ab3e184a73a00997b3191e0d6bfc4f0b8db7e0f71e5815e60ad0a80ca8c92d5
183,2841,31c0cb8eac4107b32853704162840553963d0877dd5aa7d9620fdde3ffa846d0
184,236,7aac313291361170e593a43170bb348dae42f3c0efa141f415cb0e11248858ef
185,181,30c7713a1f997847381e72ac78bede7b531e9b92b2e2bd109cfebde4627ffc01
186,1119,4a00c3ee36c0bbe66a21324a4fc129a10b804f9a89106ae13a1ffcfa7f2b3685
187,2390,cfb688e45c328fe2969a3f5fda0b49f6127e7f82a51518b82589f318c5d1a0dc
188,152,3c1d81b5c7e16c7adf57b203894677bcaade3b71383710f92d12eaca3d808962
189,509,fd86abe26aa31d2455061785854175317804a7598ad491fc39a2815593273603
190,473,184fbc71a58deed6623207158257d105c2b5780672392ebb614f7003c9a51146
191,924,920bca1450a8b03b130a80d889b7da0fe2b3e6df04b9aa2af8648740bd83afd3
192,1357,2f101b1bfe0d558b42150660f3250b799412d2bb23dcc11de04c483b600263ed
193,2020,5fa7f3042c299ec0c8eaa87902ce29dd7b8049564d3c725770d55d9f50d7d044
194,539,fc025bb25c082c141b218923004e205ab3c65a293558a79e06f6c09831425de7
195,1563,7a1ee57e21d5142277e3244c20bc747798b37d99f1a1a8ee4a73e83e19274329
196,1442,91fdbe3a037a9968994d6e2bec93cdb306fb6144af2086e6b4200bd20d1d52f6
197,644,7e8f62cf018531fd88b0792002c041b3de4b3092a584d895d3b0639e97f8a208
198,1311,3d09dda7dfe08453bf19e9a92ad5e26ddd947b928426356575d4b429d984cb59
199,570,0b2c0410237b1b93014a7172c9e3cdead753d76bf418586f961f54d107a47115
200,1395,bcc21a04593eded9c884bbc2eb575a9dde37832ae17f90ccfa766fbb50d018d2
201,363,fbc48e8f48e02c152f49b72ad612e03112e2aa204815392264f80ff6c2736d6f
202,1682,d27928e8719a06955cc2e3a6798bd7d03038cf02df339b36bcba764e37464166
203,813,c215a7ae90d993c43f8f7da68fc2c28174a87b4c6a6f497fbe1331a7723e98e8
204,370,ff746c30a8f9a7b0582e1b8969bcb21ee375147d31e4b22b64da1c9916113a73
205,508,63fcf1ad4e2d945a04bea5d1486925a19586bbb022eccefe9ad19f902079f399
206,349,766e27c54af637282cfdea3ab44f474ff97fba6dd1e7010c1417662968efcba6
207,1137,d9b2c42609e3c6ffba479242fa3e5ffebe595525ebe417f44e3ef423e569f111
208,1555,4d45f1ea91b0d91e0ffb7c90c822c6addc8c6206c5f1294aef204e82c25ec10e
209,588,9fa5a024bda55fe103b1acb0801779e870e148db50e2f9863dc19e08df78a34a
210,652,858de6146a37fa59a25bd9379220ca1dc586b61747304beb5a6fe5bba6f077a9
211,106,3377e2c58e1ba576a59642adeffa06fe2c3bc88bf11c841890e3e808e412e950
212,962,0a712fb028ff3737b604bcaf7d517816e721ad3e28a8a39017f1bb3ba8709d7d
213,315,f9093b868723e4fcc65ca0a14618cbff0c0c4213563be429c6bd5b875403f450
214,2665,abe670d8165610eea0f41f86c60ed8f22686fb07a56779c006e4b0be743f2c77
215,423,e578098e83360f3540be9be06e4587a9f834caa295ca28bad7c34db0ad0e78c9
216,83,a3d1cd9c9d519040275a8585fa583f0c283eeba758d8b17a78bac293c59ecc57
217,2516,fd1ad32dbadb1ea60534e473e3dd19a98722f62a5b3390084443fe1434858a56
218,196,71b2c1c644526ae5fff327d9731d8f603a3197ec032a3061842b352328b09092
219,981,2c96c8e10d1b71c6ab0ea9a3e9840754ba8706d44b7f76a15a6b94060364d030
220,304,58a4f762be9b2378a42751d39f3ec971cd82a71c888b0e20ba326133196324aa
221,192,aefea8dee1006cb5be9f35e14947f7561a46bff5a1d7d6a65737a0dce1bb3ec4
222,1926,6b75700703b3668a84311c147ef0a0cc1af43ff44cfedcf63e767995b2c947dc
223,499,774551118ebd1937ec87076a0b49811be297d5e98bc90af78dc1fcbc975a9f92
224,719,32a2347fd07f1a40a5f7d5d615b274bc01ef8656b426861bd8b36d309364bdab
225,1083,e6a6e27795681302b5bfcc5608f403dee75beabca7b7e0fe71b93b26d8555399
226,870,304507627663b74cb3b140c5b439d82cf38159f95c964fb1abeba8a6242dd61b
227,807,924961ff98642bb5a4c3d077f2ef441f108a605c9ae194e56e0df411c4ba23a2
228,1127,65de0fd594b292448a42155c7a4eecb5c2b227434b972eff4d3279eeb3753108
229,1243,b8f7222eb781f70ac309972ae46da1b15608ba983da6af8591f0eb3fcc6098f0
230,1050,b8bad939053db490dd25dc6e3c6033fe95fdd40803674a5954105775fecd7966
231,951,a6ee0c88178b84b2f9ed1dc8af87ef6f211b068e46abc203fc88f8b601774fbb
232,101,39ac56fbeafdc96c986d3a856ebd411f16d9276877a5f783a9904986a98db7d8
233,635,4a89a647562f1a536e93b26cf8219745f2aceb4e2169712b1c3e5a4e83aa6938
234,771,47f1387f360439e42f927af1527e2513d9513225e2b8a54c5ca7ffa5efd000c1
235,521,2f6a7ef49d0ecb6efbe56109047f2cc36e167ae69ee55bec8843dfbd39d48aea
236,722,1fa92730f1b1b99f762b8292654e044982b296a8f80618cb8a902b379fd6c925
237,402,1ae9fa077da02b90fb9fc469109157846735ce219bbb44830b4b7bd69bba1969
238,2209,b18a06e3d7e0f4feea78cee34b0f2000bdea2f130b9b25117bde86178f991a6e
239,1340,0fb7ce1a2eb2863acaa6fe89622ba0cbf4487ab426da8696fca5c83b44bb2839
240,42,de57846333466e5609d6565ba036fc3b6e4d1342e65d570e2188187ad8012416
241,571,24d3525d608a4ede9a4151af8d8f71402547b30065ec269ec3680f1e9153e67c
242,1432,3c312cfeb1d8e60f099e891ca11974d80a2388948a2ef49fb67c7c6b13486413
243,156,62c18fa5d281da4db980208be88fff0d501efd3d9f5bb74df7bddceb30cbb8c2
244,723,4e2bab097bee0520fcafdb87b88534aab903542be3b8789625555e65704e2899
245,1449,4f37f47f865edb5043ad83a1f47bec49a34b4d43ebd81645de83144692723bf9
246,1721,1ed92d1cc72e5e695528621e94acf9171ad3e7ad16e788e49141c690d587166b
247,726,0eab5c063186a43cab843224fa033600e0b7e7e129bae595b32cb988ea0b5579
248,272,6e19516ec197d0750da2a12d12bfad57354e58e6dc24d114694c149d7482380d
249,73,5f21c04f343d22dfe5ba6659c3afa427f50f61f98a3007d3d13b14dfa2b8666a
250,2881,3f90b815b44564e82be5ebc172636b59c23b6a307e9ee0a8dfcef54f23562790
251,34,e289e4aba77cb5552f7bec45d31a93bb4ef0533ced8634cab21a7d5591a5e5a0
252,325,c85770869b2f7a7cb0bfc4d9506981e2750bef0527933279e178fe998a0085e4
253,685,9aa9e68dff339408a79e4e723fb5240be179d7da2b538bc612fda84612bad8c8
254,416,da9be5b71fa9200fa124179de4d13cf9f9b6b626cf4e69a360bd612f5dd88f18
255,227,214e3a772ff5b99fb26db73635102476891bd5c01bc6c2fa0df1f19c2af903ec
256,689,dc08d445893ada6c6097b9b869310e462976b3f0edd588f47f7c9c23bf44f3f9
257,119,c9940ff159437e029e6515d71c52fe114807ad4e45f8cdc768923d95a4515dc2
258,60,ca1ae65b6942e1851eb6663b557bd7e8fc2189379f922db52170f6a54cdc565e
259,448,150e0f415151a29b180e78f2f9894d55604eca77738ca8a4f0520fc95087edcf
260,2372,a498d1aa493704f9fdb7ba053fd81f048a940ca935b47d848e14dabb26b99caf
261,200,1c749c3c6709d00bac7f34d951d9b3825786b69caf11fa425fe6a07a59e273f8
262,1107,9a2258999c75bd49ea0fd1bd64f258dc1bc67b77f146b725c80ba611f13f9766
263,541,00a7990c51bf26383ad14b897e20c82940671fe81e1e22660720d0352ec65953
264,425,eda211e24a55f63f4f89aaa22239fb2206c4ccdf35bcf185302e65b0307c2312
265,530,367953ce96c4a5cba36c20e1940af9ec79f74532b9071069fde0264974344bf7
266,1647,2fa6197b863290862d36b80133589bae9436bb2da25bcfda64c88ce7d1ab7873
267,311,5b9a3814c9fea52b34bfcc93ea6c21ff9d34d9fb9a28cb24ee578f0c5e1f4040
268,205,a98179acedc08864613f45db87f4ff8f80b6369e54752394597b9d850e37ad59
269,651,fc5ab40bf75133bbd99a5182066cfb68b657ba7e7e4a10576cd9cc485187b066
270,382,3a2f6029f8f816c3c7aa4b8f33b4cf0742c9555e42f60d4c7d90f5495736af4c
271,2224,1b2f5dd41e8348abdde76bbd6d9d75c1f56a7524342a8352804a468d0d86e40e
272,2461,12c38971c0ff2e9a18987cb5a9a54c6e1b99affdb54c59940068f733ee7ece14
273,224,f261002e70add3a9b2bfd2d1c737053d9ab17d7f00fffa59190e5387b59ad5d4
274,340,e3df928aa8ea7fb64aec396d45168d2a79ff6213446610afca7b8e5fa29edfde
275,696,8b433622c87a0e2b280e7dca58e3aa39022714c99fc20a2c2f4f4a65703973d1
276,836,d329163e5f96af334441ab73071561d89d61165a72c151711a8f686e7e944eac
277,579,77d578a8da0f85af8355ab185b08d6e68ddfb2ada95244ea374a96409149c2e0
278,670,26934d122b393d296c8a127c9dd57f6d0e81abf7db4f76421fee0d658709c899
279,138,53311059ec8af5b33e2795f0d9cbe3a702e6e67c494259bc68c2395d2b3cf51f
280,968,f6a67af21ddab65d70e46b01eb28072dc78c74c10ee5177769e09b45f9f895b4
281,1677,3f105084b93953d8967844eb3e9ce5a9a8d323a1cf47a9ea0f6f7096db2e70a0
282,362,1d66bb38373ce09c01fd036e254d63f92bf1ad51d1f6c51067810ab8f3c0145d
283,705,784a0c9fec6f727c841731a5f53bc46e56d9377ed2d69bff82f4aea3e8597f37
284,133,ad3916cd95b33651a13ae3ddeb683f24accfe53d134e61f5c096303e371086c9
285,458,6f109b94c40b61f44db2ef83213c324440d46e2bda71560f97d655358dc5f870
286,918,3e8392428acbfc8b3e74d6daccdcf3134f0e365147f78f8fbfe03e1d3fe91674
287,742,f1cdd5a6318fd28698444dcf0afeb1aac36c158dbb0b0cd0a1423445eaf9b9a8
288,7,4d7d096555f67b01088c845b67fdec16dbcc9225590994dea363cb56688e9e05
289,925,83dd8dcaf645e766b4406bf8e04576ded0e454d6562173dd7de05ce8d4834fea
290,873,97ef54a172f5e0a5f3e75aec25d6a6dd4d0f93f7bbed9bacb4e722398684f5b4
291,2141,76c86b3c1676901bbae2d45d85c2e74ebca183f2350de0379b9de12fada00c1f
292,1905,7c5d25b78af3d90732884df8e369e9b7a92b5aa552f8dbb35221493de7565a9d
293,1541,8c436ff71969148cc154051d784ae6a124262229a7fd5ad7ca7617fd51971e20
294,27,abe7a334053bf40c7395d791560b36c111ba7eac848506626724b50946b1d3a5
295,647,a4d8c3eddbfd41293a5cac6c4c7470ec1942b57fb8f19bc4b3ce5e77658278ca
296,216,7caf54185ee2cbdbc09e202b3bcb473cf058d70eb73b983c07085e990f6b2720
